portfolio_id,ticker,asset_class,quantity
P00293,CASH,Cash,1717.92
P00293,CRM,Equity,71.0
P00293,IEF,Bonds,95.0
P00294,HD,Equity,43.0
P00294,AGG,Bonds,129.0
P00294,UNH,Equity,74.0
P00294,NVDA,Equity,6.0
P00294,META,Equity,40.0
P00294,HYG,Bonds,140.0
P00294,COST,Equity,59.0
P00294,CASH,Cash,14004.38
P00294,IEF,Bonds,35.0
P00294,PEP,Equity,27.0
P00294,AMZN,Equity,31.0
P00295,HD,Equity,65.0
P00295,V,Equity,25.0
P00295,TMO,Equity,20.0
P00295,HYG,Bonds,191.0
P00295,CASH,Cash,672.83
P00295,IEF,Bonds,199.0
P00295,AMZN,Equity,55.0
P00296,LQD,Bonds,167.0
P00296,V,Equity,27.0
P00296,NVDA,Equity,6.0
P00296,CASH,Cash,14888.46
P00296,AMZN,Equity,67.0
P00297,MSFT,Equity,60.0
P00297,LQD,Bonds,37.0
P00297,GOOGL,Equity,61.0
P00297,NVDA,Equity,62.0
P00297,TMO,Equity,54.0
P00297,INTC,Equity,62.0
P00297,COST,Equity,68.0
P00297,CASH,Cash,12465.28
P00297,IEF,Bonds,26.0
P00297,PEP,Equity,41.0
P00297,ADBE,Equity,10.0
P00297,BND,Bonds,87.0
P00298,LQD,Bonds,87.0
P00298,TLT,Bonds,22.0
P00298,NVDA,Equity,31.0
P00298,CSCO,Equity,13.0
P00298,AAPL,Equity,65.0
P00298,CASH,Cash,18979.92
P00298,CRM,Equity,10.0
P00298,AMZN,Equity,76.0
P00298,NFLX,Equity,44.0
P00299,JPM,Equity,27.0
P00299,ORCL,Equity,10.0
P00299,TLT,Bonds,105.0
P00299,NVDA,Equity,64.0
P00299,TMO,Equity,58.0
P00299,HYG,Bonds,19.0
P00299,INTC,Equity,10.0
P00299,CRM,Equity,35.0
P00299,IEF,Bonds,66.0
P00299,AMZN,Equity,22.0
P00300,V,Equity,26.0
P00300,AGG,Bonds,162.0
P00300,TLT,Bonds,186.0
P00300,UNH,Equity,35.0
P00300,NVDA,Equity,72.0
P00300,TMO,Equity,29.0
P00300,INTC,Equity,40.0
P00300,COST,Equity,21.0
P00300,CASH,Cash,12989.28
P00300,IEF,Bonds,196.0
P00300,AAPL,Equity,50.0
P00301,HD,Equity,31.0
P00301,JPM,Equity,53.0
P00301,V,Equity,14.0
P00301,HYG,Bonds,178.0
P00301,CSCO,Equity,42.0
P00301,CASH,Cash,9262.32
P00301,IEF,Bonds,121.0
P00301,NFLX,Equity,51.0
P00301,KO,Equity,10.0
P00302,LQD,Bonds,139.0
P00302,V,Equity,23.0
P00302,TLT,Bonds,145.0
P00302,META,Equity,66.0
P00302,PEP,Equity,65.0
P00302,AAPL,Equity,46.0
P00302,CASH,Cash,10643.31
P00302,CRM,Equity,15.0
P00302,ADBE,Equity,63.0
P00302,AMZN,Equity,25.0
P00302,BND,Bonds,104.0
P00302,NFLX,Equity,26.0
P00303,MSFT,Equity,15.0
P00303,AGG,Bonds,129.0
P00303,TLT,Bonds,20.0
P00303,INTC,Equity,61.0
P00303,CSCO,Equity,28.0
P00303,AAPL,Equity,5.0
P00303,AMZN,Equity,43.0
P00304,HD,Equity,8.0
P00304,HYG,Bonds,62.0
P00304,TMO,Equity,58.0
P00304,NFLX,Equity,9.0
P00304,KO,Equity,67.0
P00305,MSFT,Equity,5.0
P00305,ORCL,Equity,23.0
P00305,AGG,Bonds,150.0
P00305,TLT,Bonds,70.0
P00305,UNH,Equity,12.0
P00305,NVDA,Equity,32.0
P00305,INTC,Equity,25.0
P00305,COST,Equity,68.0
P00305,IEF,Bonds,69.0
P00305,AMZN,Equity,64.0
P00305,KO,Equity,71.0
P00306,MSFT,Equity,37.0
P00306,V,Equity,73.0
P00306,TLT,Bonds,81.0
P00306,TMO,Equity,77.0
P00306,CASH,Cash,2241.15
P00306,AMZN,Equity,56.0
P00307,MSFT,Equity,42.0
P00307,HD,Equity,34.0
P00307,GOOGL,Equity,52.0
P00307,TLT,Bonds,143.0
P00307,META,Equity,5.0
P00307,CSCO,Equity,17.0
P00307,HYG,Bonds,145.0
P00307,AAPL,Equity,54.0
P00307,CASH,Cash,19337.93
P00307,IEF,Bonds,154.0
P00307,ADBE,Equity,76.0
P00308,ORCL,Equity,57.0
P00308,AGG,Bonds,66.0
P00308,UNH,Equity,12.0
P00308,NVDA,Equity,63.0
P00308,META,Equity,53.0
P00308,CSCO,Equity,8.0
P00308,PEP,Equity,32.0
P00308,HYG,Bonds,191.0
P00308,IEF,Bonds,105.0
P00308,CASH,Cash,8938.22
P00309,AGG,Bonds,96.0
P00309,UNH,Equity,20.0
P00309,INTC,Equity,32.0
P00309,CSCO,Equity,32.0
P00309,META,Equity,8.0
P00309,CASH,Cash,15467.57
P00309,CRM,Equity,36.0
P00309,IEF,Bonds,166.0
P00309,ADBE,Equity,68.0
P00309,AMZN,Equity,20.0
P00309,BND,Bonds,134.0
P00310,V,Equity,40.0
P00310,GOOGL,Equity,71.0
P00310,TLT,Bonds,50.0
P00310,INTC,Equity,55.0
P00310,CSCO,Equity,50.0
P00310,HYG,Bonds,66.0
P00310,AAPL,Equity,15.0
P00310,CASH,Cash,13206.98
P00310,IEF,Bonds,150.0
P00310,ADBE,Equity,28.0
P00311,MSFT,Equity,53.0
P00311,LQD,Bonds,85.0
P00311,V,Equity,58.0
P00311,GOOGL,Equity,19.0
P00311,AGG,Bonds,179.0
P00311,NVDA,Equity,26.0
P00311,META,Equity,32.0
P00311,TMO,Equity,9.0
P00311,INTC,Equity,13.0
P00311,CASH,Cash,10559.31
P00311,AMZN,Equity,25.0
P00311,BND,Bonds,168.0
P00312,MSFT,Equity,6.0
P00312,JPM,Equity,33.0
P00312,V,Equity,30.0
P00312,AGG,Bonds,13.0
P00312,META,Equity,14.0
P00312,CSCO,Equity,36.0
P00312,CASH,Cash,10110.86
P00312,IEF,Bonds,86.0
P00312,BND,Bonds,110.0
P00312,NFLX,Equity,49.0
P00313,HD,Equity,5.0
P00313,LQD,Bonds,98.0
P00313,JPM,Equity,77.0
P00313,ORCL,Equity,43.0
P00313,AGG,Bonds,138.0
P00313,PEP,Equity,28.0
P00313,AAPL,Equity,63.0
P00313,CASH,Cash,15571.97
P00313,CRM,Equity,44.0
P00314,JPM,Equity,78.0
P00314,V,Equity,14.0
P00314,TLT,Bonds,13.0
P00314,INTC,Equity,62.0
P00314,TMO,Equity,65.0
P00314,CASH,Cash,2844.04
P00314,IEF,Bonds,60.0
P00314,ADBE,Equity,6.0
P00315,PEP,Equity,26.0
P00315,COST,Equity,62.0
P00315,AAPL,Equity,43.0
P00315,IEF,Bonds,76.0
P00315,CASH,Cash,7748.92
P00316,HD,Equity,5.0
P00316,JPM,Equity,27.0
P00316,V,Equity,53.0
P00316,GOOGL,Equity,78.0
P00316,ORCL,Equity,68.0
P00316,TLT,Bonds,14.0
P00316,UNH,Equity,72.0
P00316,IEF,Bonds,158.0
P00316,AMZN,Equity,63.0
P00316,BND,Bonds,97.0
P00316,NFLX,Equity,34.0
P00317,TMO,Equity,27.0
P00317,PEP,Equity,9.0
P00317,AMZN,Equity,22.0
P00317,BND,Bonds,56.0
P00317,NFLX,Equity,41.0
P00318,MSFT,Equity,61.0
P00318,NVDA,Equity,40.0
P00318,CASH,Cash,1627.97
P00318,AMZN,Equity,76.0
P00318,BND,Bonds,189.0
P00318,KO,Equity,63.0
P00319,ORCL,Equity,79.0
P00319,V,Equity,45.0
P00319,AGG,Bonds,192.0
P00319,CSCO,Equity,10.0
P00319,COST,Equity,32.0
P00319,CASH,Cash,4894.93
P00319,BND,Bonds,47.0
P00319,KO,Equity,15.0
P00320,GOOGL,Equity,51.0
P00320,TLT,Bonds,158.0
P00320,NVDA,Equity,48.0
P00320,META,Equity,16.0
P00320,INTC,Equity,65.0
P00320,CRM,Equity,52.0
P00321,LQD,Bonds,83.0
P00321,JPM,Equity,55.0
P00321,ORCL,Equity,24.0
P00321,GOOGL,Equity,30.0
P00321,V,Equity,73.0
P00321,AGG,Bonds,65.0
P00321,PEP,Equity,40.0
P00321,NVDA,Equity,71.0
P00321,META,Equity,58.0
P00321,CASH,Cash,1712.96
P00321,CRM,Equity,16.0
P00321,IEF,Bonds,11.0
P00322,MSFT,Equity,52.0
P00322,JPM,Equity,38.0
P00322,TLT,Bonds,35.0
P00322,NVDA,Equity,76.0
P00322,CSCO,Equity,44.0
P00322,PEP,Equity,23.0
P00322,COST,Equity,42.0
P00322,IEF,Bonds,139.0
P00322,KO,Equity,10.0
P00323,UNH,Equity,25.0
P00323,META,Equity,65.0
P00323,CASH,Cash,9463.46
P00323,AAPL,Equity,45.0
P00323,BND,Bonds,92.0
P00324,MSFT,Equity,8.0
P00324,LQD,Bonds,41.0
P00324,ORCL,Equity,38.0
P00324,GOOGL,Equity,20.0
P00324,V,Equity,8.0
P00324,TLT,Bonds,170.0
P00324,CSCO,Equity,78.0
P00324,CASH,Cash,15966.29
P00324,CRM,Equity,69.0
P00324,IEF,Bonds,55.0
P00324,NFLX,Equity,77.0
P00324,KO,Equity,19.0
P00325,JPM,Equity,76.0
P00325,UNH,Equity,79.0
P00325,PEP,Equity,58.0
P00325,HYG,Bonds,196.0
P00325,CASH,Cash,11606.03
P00325,IEF,Bonds,59.0
P00325,AMZN,Equity,37.0
P00325,KO,Equity,49.0
P00326,MSFT,Equity,10.0
P00326,LQD,Bonds,128.0
P00326,GOOGL,Equity,78.0
P00326,HYG,Bonds,46.0
P00326,CSCO,Equity,64.0
P00326,COST,Equity,73.0
P00326,AAPL,Equity,75.0
P00326,CRM,Equity,77.0
P00326,ADBE,Equity,44.0
P00326,AMZN,Equity,78.0
P00326,BND,Bonds,153.0
P00326,KO,Equity,17.0
P00327,HD,Equity,40.0
P00327,JPM,Equity,58.0
P00327,ORCL,Equity,23.0
P00327,TLT,Bonds,131.0
P00327,UNH,Equity,54.0
P00327,META,Equity,17.0
P00327,HYG,Bonds,117.0
P00327,CASH,Cash,15546.72
P00327,CRM,Equity,42.0
P00327,IEF,Bonds,12.0
P00327,ADBE,Equity,5.0
P00328,MSFT,Equity,31.0
P00328,LQD,Bonds,185.0
P00328,ORCL,Equity,22.0
P00328,JPM,Equity,52.0
P00328,TLT,Bonds,52.0
P00328,UNH,Equity,29.0
P00328,CASH,Cash,17036.82
P00328,AAPL,Equity,59.0
P00328,ADBE,Equity,12.0
P00328,AMZN,Equity,37.0
P00328,BND,Bonds,15.0
P00328,NFLX,Equity,41.0
P00329,LQD,Bonds,135.0
P00329,ORCL,Equity,13.0
P00329,AGG,Bonds,64.0
P00329,UNH,Equity,34.0
P00329,PEP,Equity,73.0
P00329,CSCO,Equity,79.0
P00329,INTC,Equity,8.0
P00329,HYG,Bonds,154.0
P00329,CRM,Equity,32.0
P00329,ADBE,Equity,34.0
P00329,KO,Equity,61.0
P00330,V,Equity,73.0
P00330,UNH,Equity,76.0
P00330,CSCO,Equity,48.0
P00330,AAPL,Equity,31.0
P00330,CASH,Cash,15857.21
P00330,IEF,Bonds,57.0
P00330,BND,Bonds,117.0
P00331,LQD,Bonds,78.0
P00331,GOOGL,Equity,54.0
P00331,V,Equity,23.0
P00331,TLT,Bonds,46.0
P00331,META,Equity,73.0
P00331,CSCO,Equity,12.0
P00331,NVDA,Equity,42.0
P00331,INTC,Equity,21.0
P00331,IEF,Bonds,17.0
P00331,NFLX,Equity,7.0
P00332,LQD,Bonds,43.0
P00332,V,Equity,70.0
P00332,AGG,Bonds,63.0
P00332,PEP,Equity,76.0
P00332,META,Equity,48.0
P00332,CSCO,Equity,37.0
P00332,COST,Equity,48.0
P00332,CASH,Cash,10575.62
P00332,CRM,Equity,61.0
P00332,IEF,Bonds,63.0
P00332,INTC,Equity,31.0
P00333,HD,Equity,72.0
P00333,JPM,Equity,75.0
P00333,ORCL,Equity,71.0
P00333,TLT,Bonds,89.0
P00333,CASH,Cash,15717.13
P00333,ADBE,Equity,40.0
P00333,BND,Bonds,104.0
P00334,LQD,Bonds,48.0
P00334,V,Equity,49.0
P00334,CSCO,Equity,18.0
P00334,CASH,Cash,6965.51
P00334,AAPL,Equity,69.0
P00335,LQD,Bonds,49.0
P00335,JPM,Equity,10.0
P00335,AGG,Bonds,23.0
P00335,NVDA,Equity,75.0
P00335,CSCO,Equity,43.0
P00335,META,Equity,35.0
P00335,COST,Equity,65.0
P00335,CASH,Cash,16798.61
P00335,CRM,Equity,29.0
P00335,IEF,Bonds,141.0
P00335,INTC,Equity,62.0
P00335,KO,Equity,54.0
P00336,GOOGL,Equity,16.0
P00336,HYG,Bonds,176.0
P00336,PEP,Equity,45.0
P00336,INTC,Equity,26.0
P00336,AMZN,Equity,36.0
P00336,BND,Bonds,17.0
P00336,NFLX,Equity,14.0
P00337,LQD,Bonds,155.0
P00337,AGG,Bonds,10.0
P00337,NVDA,Equity,36.0
P00337,META,Equity,44.0
P00337,TMO,Equity,9.0
P00337,COST,Equity,77.0
P00337,HYG,Bonds,52.0
P00337,CASH,Cash,6431.88
P00337,ADBE,Equity,27.0
P00337,AMZN,Equity,22.0
P00338,HD,Equity,5.0
P00338,ORCL,Equity,59.0
P00338,TLT,Bonds,193.0
P00338,META,Equity,21.0
P00338,HYG,Bonds,135.0
P00338,CASH,Cash,14966.98
P00338,AAPL,Equity,68.0
P00338,KO,Equity,36.0
P00339,MSFT,Equity,27.0
P00339,LQD,Bonds,71.0
P00339,V,Equity,58.0
P00339,INTC,Equity,66.0
P00339,META,Equity,18.0
P00339,NVDA,Equity,32.0
P00339,COST,Equity,72.0
P00339,IEF,Bonds,163.0
P00339,AMZN,Equity,78.0
P00339,BND,Bonds,153.0
P00339,NFLX,Equity,34.0
P00340,UNH,Equity,49.0
P00340,META,Equity,54.0
P00340,CSCO,Equity,10.0
P00340,COST,Equity,45.0
P00340,CASH,Cash,14331.76
P00340,IEF,Bonds,41.0
P00340,AMZN,Equity,63.0
P00340,BND,Bonds,120.0
P00341,MSFT,Equity,76.0
P00341,GOOGL,Equity,8.0
P00341,UNH,Equity,24.0
P00341,HYG,Bonds,124.0
P00341,PEP,Equity,27.0
P00341,CASH,Cash,14431.27
P00341,IEF,Bonds,154.0
P00341,AMZN,Equity,12.0
P00342,LQD,Bonds,107.0
P00342,V,Equity,43.0
P00342,TMO,Equity,32.0
P00342,CSCO,Equity,74.0
P00342,META,Equity,67.0
P00342,INTC,Equity,57.0
P00342,CASH,Cash,14429.37
P00342,IEF,Bonds,97.0
P00342,ADBE,Equity,74.0
P00342,BND,Bonds,141.0
P00342,KO,Equity,59.0
P00343,MSFT,Equity,69.0
P00343,HD,Equity,25.0
P00343,AGG,Bonds,163.0
P00343,COST,Equity,19.0
P00343,AAPL,Equity,30.0
P00343,IEF,Bonds,73.0
P00343,CASH,Cash,19581.25
P00344,LQD,Bonds,172.0
P00344,META,Equity,57.0
P00344,CASH,Cash,14677.61
P00344,COST,Equity,47.0
P00344,AMZN,Equity,76.0
P00344,KO,Equity,42.0
P00345,MSFT,Equity,33.0
P00345,ORCL,Equity,17.0
P00345,TLT,Bonds,159.0
P00345,UNH,Equity,60.0
P00345,TMO,Equity,33.0
P00345,CSCO,Equity,6.0
P00345,META,Equity,67.0
P00345,INTC,Equity,5.0
P00345,HYG,Bonds,143.0
P00345,ADBE,Equity,77.0
P00345,BND,Bonds,93.0
P00345,NFLX,Equity,22.0
P00346,MSFT,Equity,57.0
P00346,GOOGL,Equity,66.0
P00346,AGG,Bonds,113.0
P00346,NVDA,Equity,77.0
P00346,CASH,Cash,1507.54
P00346,AAPL,Equity,42.0
P00346,IEF,Bonds,146.0
P00346,ADBE,Equity,69.0
P00346,KO,Equity,18.0
P00347,HD,Equity,65.0
P00347,JPM,Equity,46.0
P00347,GOOGL,Equity,34.0
P00347,AGG,Bonds,35.0
P00347,TLT,Bonds,174.0
P00347,CSCO,Equity,16.0
P00347,AAPL,Equity,28.0
P00347,CASH,Cash,6155.89
P00347,IEF,Bonds,175.0
P00347,ADBE,Equity,55.0
P00347,NFLX,Equity,64.0
P00348,ORCL,Equity,23.0
P00348,AGG,Bonds,128.0
P00348,TLT,Bonds,118.0
P00348,UNH,Equity,67.0
P00348,META,Equity,72.0
P00348,CASH,Cash,737.06
P00348,CRM,Equity,55.0
P00348,ADBE,Equity,8.0
P00348,AMZN,Equity,46.0
P00348,BND,Bonds,64.0
P00348,KO,Equity,28.0
P00349,V,Equity,31.0
P00349,AGG,Bonds,128.0
P00349,UNH,Equity,30.0
P00349,CASH,Cash,14787.63
P00349,CRM,Equity,35.0
P00350,LQD,Bonds,22.0
P00350,GOOGL,Equity,63.0
P00350,PEP,Equity,26.0
P00350,CASH,Cash,8938.95
P00350,AMZN,Equity,56.0
P00351,MSFT,Equity,29.0
P00351,HD,Equity,9.0
P00351,LQD,Bonds,81.0
P00351,ORCL,Equity,75.0
P00351,V,Equity,53.0
P00351,INTC,Equity,55.0
P00351,TMO,Equity,52.0
P00351,HYG,Bonds,47.0
P00351,ADBE,Equity,36.0
P00351,BND,Bonds,152.0
P00351,KO,Equity,12.0
P00352,MSFT,Equity,25.0
P00352,LQD,Bonds,62.0
P00352,INTC,Equity,37.0
P00352,CSCO,Equity,78.0
P00352,CASH,Cash,1816.3
P00352,NFLX,Equity,43.0
P00353,JPM,Equity,18.0
P00353,TLT,Bonds,194.0
P00353,META,Equity,13.0
P00353,INTC,Equity,35.0
P00353,HYG,Bonds,150.0
P00353,CASH,Cash,14238.81
P00353,CRM,Equity,36.0
P00354,LQD,Bonds,75.0
P00354,JPM,Equity,34.0
P00354,NVDA,Equity,24.0
P00354,TMO,Equity,20.0
P00354,CASH,Cash,9919.27
P00355,LQD,Bonds,61.0
P00355,ORCL,Equity,26.0
P00355,AGG,Bonds,134.0
P00355,CSCO,Equity,77.0
P00355,COST,Equity,50.0
P00355,CASH,Cash,2001.1
P00355,CRM,Equity,10.0
P00355,AMZN,Equity,76.0
P00355,KO,Equity,27.0
P00356,GOOGL,Equity,11.0
P00356,INTC,Equity,49.0
P00356,CSCO,Equity,51.0
P00356,BND,Bonds,133.0
P00356,NFLX,Equity,25.0
P00357,LQD,Bonds,12.0
P00357,ORCL,Equity,77.0
P00357,GOOGL,Equity,23.0
P00357,AGG,Bonds,138.0
P00357,INTC,Equity,57.0
P00357,CSCO,Equity,50.0
P00357,HYG,Bonds,69.0
P00357,CASH,Cash,5786.38
P00357,TMO,Equity,49.0
P00357,NFLX,Equity,69.0
P00357,KO,Equity,76.0
P00358,MSFT,Equity,12.0
P00358,AGG,Bonds,39.0
P00358,INTC,Equity,75.0
P00358,CSCO,Equity,60.0
P00358,META,Equity,71.0
P00358,CASH,Cash,4451.34
P00358,NVDA,Equity,49.0
P00358,ADBE,Equity,57.0
P00358,BND,Bonds,139.0
P00359,MSFT,Equity,35.0
P00359,HD,Equity,6.0
P00359,V,Equity,48.0
P00359,AGG,Bonds,58.0
P00359,UNH,Equity,38.0
P00359,HYG,Bonds,191.0
P00359,COST,Equity,34.0
P00359,CASH,Cash,16876.13
P00359,CRM,Equity,19.0
P00359,IEF,Bonds,137.0
P00359,ADBE,Equity,78.0
P00360,HD,Equity,12.0
P00360,V,Equity,5.0
P00360,GOOGL,Equity,37.0
P00360,NVDA,Equity,11.0
P00360,HYG,Bonds,152.0
P00360,CASH,Cash,18333.7
P00360,COST,Equity,37.0
P00360,ADBE,Equity,24.0
P00360,BND,Bonds,92.0
P00361,JPM,Equity,59.0
P00361,ORCL,Equity,5.0
P00361,HYG,Bonds,121.0
P00361,CSCO,Equity,50.0
P00361,PEP,Equity,52.0
P00361,CRM,Equity,23.0
P00361,AMZN,Equity,58.0
P00361,BND,Bonds,27.0
P00361,NFLX,Equity,19.0
P00362,HD,Equity,70.0
P00362,META,Equity,60.0
P00362,HYG,Bonds,12.0
P00362,CASH,Cash,5343.34
P00362,AMZN,Equity,21.0
P00363,MSFT,Equity,25.0
P00363,JPM,Equity,23.0
P00363,TLT,Bonds,21.0
P00363,INTC,Equity,39.0
P00363,META,Equity,59.0
P00363,HYG,Bonds,125.0
P00363,AAPL,Equity,55.0
P00363,CASH,Cash,2082.41
P00363,CRM,Equity,76.0
P00363,IEF,Bonds,169.0
P00363,NFLX,Equity,65.0
P00364,LQD,Bonds,166.0
P00364,JPM,Equity,74.0
P00364,ORCL,Equity,45.0
P00364,V,Equity,20.0
P00364,UNH,Equity,51.0
P00364,PEP,Equity,60.0
P00364,CSCO,Equity,60.0
P00364,INTC,Equity,44.0
P00364,HYG,Bonds,23.0
P00364,CASH,Cash,7736.7
P00364,CRM,Equity,74.0
P00364,IEF,Bonds,121.0
P00365,AGG,Bonds,112.0
P00365,META,Equity,25.0
P00365,PEP,Equity,32.0
P00365,HYG,Bonds,180.0
P00365,CASH,Cash,13496.03
P00365,CRM,Equity,64.0
P00365,IEF,Bonds,96.0
P00365,ADBE,Equity,52.0
P00365,AMZN,Equity,23.0
P00365,NFLX,Equity,57.0
P00366,JPM,Equity,37.0
P00366,TLT,Bonds,94.0
P00366,META,Equity,53.0
P00366,INTC,Equity,75.0
P00366,CASH,Cash,1748.12
P00367,UNH,Equity,66.0
P00367,HYG,Bonds,65.0
P00367,TMO,Equity,38.0
P00367,AAPL,Equity,6.0
P00367,CASH,Cash,6370.4
P00367,IEF,Bonds,105.0
P00367,ADBE,Equity,9.0
P00367,NFLX,Equity,41.0
P00368,LQD,Bonds,186.0
P00368,V,Equity,12.0
P00368,AGG,Bonds,155.0
P00368,UNH,Equity,35.0
P00368,CSCO,Equity,54.0
P00368,AAPL,Equity,24.0
P00368,CASH,Cash,3610.1
P00369,JPM,Equity,17.0
P00369,AGG,Bonds,23.0
P00369,UNH,Equity,18.0
P00369,PEP,Equity,54.0
P00369,CASH,Cash,17692.97
P00369,CRM,Equity,66.0
P00369,BND,Bonds,140.0
P00369,NFLX,Equity,13.0
P00369,KO,Equity,26.0
P00370,HD,Equity,28.0
P00370,UNH,Equity,23.0
P00370,PEP,Equity,43.0
P00370,INTC,Equity,45.0
P00370,HYG,Bonds,77.0
P00370,AAPL,Equity,31.0
P00370,COST,Equity,67.0
P00370,IEF,Bonds,159.0
P00370,CASH,Cash,6502.02
P00370,BND,Bonds,183.0
P00370,NFLX,Equity,76.0
P00371,HD,Equity,29.0
P00371,LQD,Bonds,77.0
P00371,JPM,Equity,42.0
P00371,V,Equity,75.0
P00371,UNH,Equity,70.0
P00371,NVDA,Equity,12.0
P00371,COST,Equity,34.0
P00371,CRM,Equity,46.0
P00371,IEF,Bonds,105.0
P00371,BND,Bonds,46.0
P00372,MSFT,Equity,69.0
P00372,HD,Equity,55.0
P00372,UNH,Equity,67.0
P00372,TMO,Equity,69.0
P00372,HYG,Bonds,152.0
P00372,ADBE,Equity,37.0
P00372,BND,Bonds,126.0
P00373,LQD,Bonds,40.0
P00373,ORCL,Equity,55.0
P00373,V,Equity,18.0
P00373,AGG,Bonds,141.0
P00373,PEP,Equity,22.0
P00373,META,Equity,13.0
P00373,CASH,Cash,3723.05
P00373,ADBE,Equity,5.0
P00374,AGG,Bonds,146.0
P00374,UNH,Equity,59.0
P00374,HYG,Bonds,107.0
P00374,NVDA,Equity,17.0
P00374,META,Equity,11.0
P00374,CASH,Cash,873.01
P00374,ADBE,Equity,17.0
P00375,HD,Equity,71.0
P00375,V,Equity,23.0
P00375,AGG,Bonds,77.0
P00375,TMO,Equity,12.0
P00375,PEP,Equity,21.0
P00375,CASH,Cash,10624.88
P00376,MSFT,Equity,50.0
P00376,GOOGL,Equity,23.0
P00376,TLT,Bonds,20.0
P00376,CASH,Cash,8125.14
P00376,CRM,Equity,22.0
P00376,ADBE,Equity,21.0
P00376,AMZN,Equity,76.0
P00376,BND,Bonds,127.0
P00376,NFLX,Equity,46.0
P00377,MSFT,Equity,36.0
P00377,HD,Equity,37.0
P00377,NVDA,Equity,45.0
P00377,BND,Bonds,142.0
P00377,NFLX,Equity,57.0
P00377,KO,Equity,17.0
P00378,AGG,Bonds,105.0
P00378,TLT,Bonds,88.0
P00378,NVDA,Equity,70.0
P00378,TMO,Equity,52.0
P00378,COST,Equity,44.0
P00378,CRM,Equity,13.0
P00378,AMZN,Equity,50.0
P00379,MSFT,Equity,13.0
P00379,LQD,Bonds,74.0
P00379,GOOGL,Equity,15.0
P00379,TLT,Bonds,141.0
P00379,META,Equity,20.0
P00379,NVDA,Equity,34.0
P00379,HYG,Bonds,180.0
P00379,COST,Equity,20.0
P00379,AAPL,Equity,43.0
P00379,CRM,Equity,36.0
P00379,CASH,Cash,853.42
P00379,ADBE,Equity,64.0
P00380,TMO,Equity,10.0
P00380,CSCO,Equity,40.0
P00380,CASH,Cash,11433.23
P00380,ADBE,Equity,52.0
P00380,BND,Bonds,140.0
P00380,KO,Equity,23.0
P00381,LQD,Bonds,11.0
P00381,JPM,Equity,59.0
P00381,ORCL,Equity,45.0
P00381,V,Equity,67.0
P00381,TLT,Bonds,166.0
P00381,PEP,Equity,68.0
P00381,COST,Equity,41.0
P00381,AAPL,Equity,30.0
P00381,IEF,Bonds,160.0
P00381,CASH,Cash,9300.24
P00381,KO,Equity,18.0
P00382,HD,Equity,69.0
P00382,LQD,Bonds,177.0
P00382,GOOGL,Equity,39.0
P00382,PEP,Equity,10.0
P00382,NVDA,Equity,34.0
P00382,INTC,Equity,65.0
P00382,CASH,Cash,18084.59
P00382,BND,Bonds,48.0
P00383,MSFT,Equity,10.0
P00383,HD,Equity,70.0
P00383,TLT,Bonds,83.0
P00383,INTC,Equity,45.0
P00383,COST,Equity,77.0
P00383,CASH,Cash,1798.01
P00383,CRM,Equity,53.0
P00383,ADBE,Equity,10.0
P00383,BND,Bonds,81.0
P00384,V,Equity,65.0
P00384,TLT,Bonds,92.0
P00384,META,Equity,79.0
P00384,PEP,Equity,46.0
P00384,HYG,Bonds,71.0
P00384,AAPL,Equity,21.0
P00384,INTC,Equity,31.0
P00384,IEF,Bonds,80.0
P00384,NFLX,Equity,10.0
P00384,KO,Equity,32.0
P00385,MSFT,Equity,39.0
P00385,LQD,Bonds,147.0
P00385,UNH,Equity,54.0
P00385,CSCO,Equity,58.0
P00385,CASH,Cash,663.09
P00385,IEF,Bonds,51.0
P00385,KO,Equity,54.0
P00386,MSFT,Equity,41.0
P00386,GOOGL,Equity,5.0
P00386,CASH,Cash,16187.65
P00386,AAPL,Equity,62.0
P00386,CRM,Equity,46.0
P00386,BND,Bonds,22.0
P00387,JPM,Equity,62.0
P00387,ORCL,Equity,48.0
P00387,AGG,Bonds,158.0
P00387,UNH,Equity,61.0
P00387,NVDA,Equity,65.0
P00387,CSCO,Equity,43.0
P00387,AAPL,Equity,15.0
P00387,CASH,Cash,13587.57
P00387,IEF,Bonds,127.0
P00387,ADBE,Equity,60.0
P00387,BND,Bonds,42.0
P00388,HD,Equity,19.0
P00388,GOOGL,Equity,71.0
P00388,HYG,Bonds,152.0
P00388,CSCO,Equity,73.0
P00388,CASH,Cash,15294.95
P00388,IEF,Bonds,123.0
P00388,NFLX,Equity,54.0
P00389,JPM,Equity,71.0
P00389,ORCL,Equity,48.0
P00389,AGG,Bonds,130.0
P00389,TLT,Bonds,39.0
P00389,UNH,Equity,40.0
P00389,PEP,Equity,58.0
P00389,CSCO,Equity,25.0
P00389,CASH,Cash,4443.96
P00389,COST,Equity,28.0
P00389,IEF,Bonds,55.0
P00389,ADBE,Equity,21.0
P00389,NFLX,Equity,36.0
P00390,LQD,Bonds,182.0
P00390,GOOGL,Equity,43.0
P00390,UNH,Equity,19.0
P00390,NVDA,Equity,10.0
P00390,CASH,Cash,14075.04
P00390,IEF,Bonds,82.0
P00390,ADBE,Equity,66.0
P00390,AMZN,Equity,54.0
P00391,MSFT,Equity,64.0
P00391,HD,Equity,25.0
