portfolio_id,portfolio_name,advisor_name,risk_profile_name,base_currency,created_at
P00323,Client Portfolio 00323,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00324,Client Portfolio 00324,Advisor_25,Aggressive,USD,2026-02-20 16:59:57
P00325,Client Portfolio 00325,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P00326,Client Portfolio 00326,Advisor_01,Aggressive,USD,2026-02-20 16:59:57
P00327,Client Portfolio 00327,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00328,Client Portfolio 00328,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00329,Client Portfolio 00329,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00330,Client Portfolio 00330,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00331,Client Portfolio 00331,Advisor_21,Conservative,USD,2026-02-20 16:59:57
P00332,Client Portfolio 00332,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00333,Client Portfolio 00333,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00334,Client Portfolio 00334,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00335,Client Portfolio 00335,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00336,Client Portfolio 00336,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00337,Client Portfolio 00337,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00338,Client Portfolio 00338,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00339,Client Portfolio 00339,Advisor_01,Aggressive,USD,2026-02-20 16:59:57
P00340,Client Portfolio 00340,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00341,Client Portfolio 00341,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00342,Client Portfolio 00342,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00343,Client Portfolio 00343,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00344,Client Portfolio 00344,Advisor_17,Aggressive,USD,2026-02-20 16:59:57
P00345,Client Portfolio 00345,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00346,Client Portfolio 00346,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00347,Client Portfolio 00347,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00348,Client Portfolio 00348,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00349,Client Portfolio 00349,Advisor_11,Aggressive,USD,2026-02-20 16:59:57
P00350,Client Portfolio 00350,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00351,Client Portfolio 00351,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00352,Client Portfolio 00352,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00353,Client Portfolio 00353,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00354,Client Portfolio 00354,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00355,Client Portfolio 00355,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00356,Client Portfolio 00356,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00357,Client Portfolio 00357,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00358,Client Portfolio 00358,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00359,Client Portfolio 00359,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00360,Client Portfolio 00360,Advisor_17,Aggressive,USD,2026-02-20 16:59:57
P00361,Client Portfolio 00361,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00362,Client Portfolio 00362,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00363,Client Portfolio 00363,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00364,Client Portfolio 00364,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00365,Client Portfolio 00365,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00366,Client Portfolio 00366,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00367,Client Portfolio 00367,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00368,Client Portfolio 00368,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00369,Client Portfolio 00369,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00370,Client Portfolio 00370,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00371,Client Portfolio 00371,Advisor_14,Aggressive,USD,2026-02-20 16:59:57
P00372,Client Portfolio 00372,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00373,Client Portfolio 00373,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00374,Client Portfolio 00374,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P00375,Client Portfolio 00375,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00376,Client Portfolio 00376,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00377,Client Portfolio 00377,Advisor_18,Aggressive,USD,2026-02-20 16:59:57
P00378,Client Portfolio 00378,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00379,Client Portfolio 00379,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00380,Client Portfolio 00380,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00381,Client Portfolio 00381,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00382,Client Portfolio 00382,Advisor_10,Aggressive,USD,2026-02-20 16:59:57
P00383,Client Portfolio 00383,Advisor_07,Conservative,USD,2026-02-20 16:59:57
P00384,Client Portfolio 00384,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00385,Client Portfolio 00385,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00386,Client Portfolio 00386,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P00387,Client Portfolio 00387,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00388,Client Portfolio 00388,Advisor_23,Aggressive,USD,2026-02-20 16:59:57
P00389,Client Portfolio 00389,Advisor_21,Aggressive,USD,2026-02-20 16:59:57
P00390,Client Portfolio 00390,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00391,Client Portfolio 00391,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00392,Client Portfolio 00392,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00393,Client Portfolio 00393,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00394,Client Portfolio 00394,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P00395,Client Portfolio 00395,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00396,Client Portfolio 00396,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00397,Client Portfolio 00397,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00398,Client Portfolio 00398,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P00399,Client Portfolio 00399,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P00400,Client Portfolio 00400,Advisor_10,Conservative,USD,2026-02-20 16:59:57
P00401,Client Portfolio 00401,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P00402,Client Portfolio 00402,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00403,Client Portfolio 00403,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00404,Client Portfolio 00404,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00405,Client Portfolio 00405,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00406,Client Portfolio 00406,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00407,Client Portfolio 00407,Advisor_19,Aggressive,USD,2026-02-20 16:59:57
P00408,Client Portfolio 00408,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00409,Client Portfolio 00409,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00410,Client Portfolio 00410,Advisor_24,Conservative,USD,2026-02-20 16:59:57
P00411,Client Portfolio 00411,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00412,Client Portfolio 00412,Advisor_07,Conservative,USD,2026-02-20 16:59:57
P00413,Client Portfolio 00413,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00414,Client Portfolio 00414,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P00415,Client Portfolio 00415,Advisor_06,Conservative,USD,2026-02-20 16:59:57
P00416,Client Portfolio 00416,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00417,Client Portfolio 00417,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00418,Client Portfolio 00418,Advisor_08,Conservative,USD,2026-02-20 16:59:57
P00419,Client Portfolio 00419,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00420,Client Portfolio 00420,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00421,Client Portfolio 00421,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00422,Client Portfolio 00422,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00423,Client Portfolio 00423,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00424,Client Portfolio 00424,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00425,Client Portfolio 00425,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P00426,Client Portfolio 00426,Advisor_05,Conservative,USD,2026-02-20 16:59:57
P00427,Client Portfolio 00427,Advisor_06,Moderate,USD,2026-02-20 16:59:57
P00428,Client Portfolio 00428,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00429,Client Portfolio 00429,Advisor_19,Aggressive,USD,2026-02-20 16:59:57
P00430,Client Portfolio 00430,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00431,Client Portfolio 00431,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00432,Client Portfolio 00432,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00433,Client Portfolio 00433,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00434,Client Portfolio 00434,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00435,Client Portfolio 00435,Advisor_02,Aggressive,USD,2026-02-20 16:59:57
P00436,Client Portfolio 00436,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00437,Client Portfolio 00437,Advisor_09,Conservative,USD,2026-02-20 16:59:57
P00438,Client Portfolio 00438,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00439,Client Portfolio 00439,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00440,Client Portfolio 00440,Advisor_01,Aggressive,USD,2026-02-20 16:59:57
P00441,Client Portfolio 00441,Advisor_22,Aggressive,USD,2026-02-20 16:59:57
P00442,Client Portfolio 00442,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00443,Client Portfolio 00443,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00444,Client Portfolio 00444,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00445,Client Portfolio 00445,Advisor_09,Conservative,USD,2026-02-20 16:59:57
P00446,Client Portfolio 00446,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00447,Client Portfolio 00447,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00448,Client Portfolio 00448,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00449,Client Portfolio 00449,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00450,Client Portfolio 00450,Advisor_04,Aggressive,USD,2026-02-20 16:59:57
P00451,Client Portfolio 00451,Advisor_11,Moderate,USD,2026-02-20 16:59:57
P00452,Client Portfolio 00452,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00453,Client Portfolio 00453,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00454,Client Portfolio 00454,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00455,Client Portfolio 00455,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00456,Client Portfolio 00456,Advisor_11,Conservative,USD,2026-02-20 16:59:57
P00457,Client Portfolio 00457,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00458,Client Portfolio 00458,Advisor_17,Aggressive,USD,2026-02-20 16:59:57
P00459,Client Portfolio 00459,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00460,Client Portfolio 00460,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00461,Client Portfolio 00461,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P00462,Client Portfolio 00462,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00463,Client Portfolio 00463,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00464,Client Portfolio 00464,Advisor_25,Conservative,USD,2026-02-20 16:59:57
P00465,Client Portfolio 00465,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00466,Client Portfolio 00466,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00467,Client Portfolio 00467,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00468,Client Portfolio 00468,Advisor_01,Aggressive,USD,2026-02-20 16:59:57
P00469,Client Portfolio 00469,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00470,Client Portfolio 00470,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00471,Client Portfolio 00471,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00472,Client Portfolio 00472,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00473,Client Portfolio 00473,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00474,Client Portfolio 00474,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00475,Client Portfolio 00475,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00476,Client Portfolio 00476,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00477,Client Portfolio 00477,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00478,Client Portfolio 00478,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00479,Client Portfolio 00479,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00480,Client Portfolio 00480,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00481,Client Portfolio 00481,Advisor_20,Moderate,USD,2026-02-20 16:59:57
P00482,Client Portfolio 00482,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P00483,Client Portfolio 00483,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00484,Client Portfolio 00484,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00485,Client Portfolio 00485,Advisor_17,Conservative,USD,2026-02-20 16:59:57
P00486,Client Portfolio 00486,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00487,Client Portfolio 00487,Advisor_10,Aggressive,USD,2026-02-20 16:59:57
P00488,Client Portfolio 00488,Advisor_19,Aggressive,USD,2026-02-20 16:59:57
P00489,Client Portfolio 00489,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00490,Client Portfolio 00490,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00491,Client Portfolio 00491,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00492,Client Portfolio 00492,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00493,Client Portfolio 00493,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00494,Client Portfolio 00494,Advisor_07,Aggressive,USD,2026-02-20 16:59:57
P00495,Client Portfolio 00495,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00496,Client Portfolio 00496,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00497,Client Portfolio 00497,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00498,Client Portfolio 00498,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00499,Client Portfolio 00499,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00500,Client Portfolio 00500,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00501,Client Portfolio 00501,Advisor_21,Aggressive,USD,2026-02-20 16:59:57
P00502,Client Portfolio 00502,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00503,Client Portfolio 00503,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00504,Client Portfolio 00504,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00505,Client Portfolio 00505,Advisor_04,Aggressive,USD,2026-02-20 16:59:57
P00506,Client Portfolio 00506,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00507,Client Portfolio 00507,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00508,Client Portfolio 00508,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00509,Client Portfolio 00509,Advisor_21,Aggressive,USD,2026-02-20 16:59:57
P00510,Client Portfolio 00510,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00511,Client Portfolio 00511,Advisor_09,Moderate,USD,2026-02-20 16:59:57
P00512,Client Portfolio 00512,Advisor_23,Moderate,USD,2026-02-20 16:59:57
P00513,Client Portfolio 00513,Advisor_03,Aggressive,USD,2026-02-20 16:59:57
P00514,Client Portfolio 00514,Advisor_22,Aggressive,USD,2026-02-20 16:59:57
P00515,Client Portfolio 00515,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00516,Client Portfolio 00516,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00517,Client Portfolio 00517,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00518,Client Portfolio 00518,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00519,Client Portfolio 00519,Advisor_03,Conservative,USD,2026-02-20 16:59:57
P00520,Client Portfolio 00520,Advisor_22,Aggressive,USD,2026-02-20 16:59:57
P00521,Client Portfolio 00521,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00522,Client Portfolio 00522,Advisor_14,Aggressive,USD,2026-02-20 16:59:57
P00523,Client Portfolio 00523,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00524,Client Portfolio 00524,Advisor_04,Moderate,USD,2026-02-20 16:59:57
P00525,Client Portfolio 00525,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00526,Client Portfolio 00526,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00527,Client Portfolio 00527,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P00528,Client Portfolio 00528,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00529,Client Portfolio 00529,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00530,Client Portfolio 00530,Advisor_19,Moderate,USD,2026-02-20 16:59:57
P00531,Client Portfolio 00531,Advisor_06,Conservative,USD,2026-02-20 16:59:57
P00532,Client Portfolio 00532,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00533,Client Portfolio 00533,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00534,Client Portfolio 00534,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00535,Client Portfolio 00535,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00536,Client Portfolio 00536,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00537,Client Portfolio 00537,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00538,Client Portfolio 00538,Advisor_01,Aggressive,USD,2026-02-20 16:59:57
P00539,Client Portfolio 00539,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00540,Client Portfolio 00540,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00541,Client Portfolio 00541,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00542,Client Portfolio 00542,Advisor_12,Aggressive,USD,2026-02-20 16:59:57
P00543,Client Portfolio 00543,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00544,Client Portfolio 00544,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00545,Client Portfolio 00545,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00546,Client Portfolio 00546,Advisor_07,Aggressive,USD,2026-02-20 16:59:57
P00547,Client Portfolio 00547,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00548,Client Portfolio 00548,Advisor_13,Moderate,USD,2026-02-20 16:59:57
P00549,Client Portfolio 00549,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00550,Client Portfolio 00550,Advisor_23,Conservative,USD,2026-02-20 16:59:57
P00551,Client Portfolio 00551,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00552,Client Portfolio 00552,Advisor_01,Moderate,USD,2026-02-20 16:59:57
P00553,Client Portfolio 00553,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00554,Client Portfolio 00554,Advisor_02,Aggressive,USD,2026-02-20 16:59:57
P00555,Client Portfolio 00555,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00556,Client Portfolio 00556,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00557,Client Portfolio 00557,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00558,Client Portfolio 00558,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00559,Client Portfolio 00559,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00560,Client Portfolio 00560,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00561,Client Portfolio 00561,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00562,Client Portfolio 00562,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00563,Client Portfolio 00563,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00564,Client Portfolio 00564,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00565,Client Portfolio 00565,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00566,Client Portfolio 00566,Advisor_24,Conservative,USD,2026-02-20 16:59:57
P00567,Client Portfolio 00567,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00568,Client Portfolio 00568,Advisor_14,Conservative,USD,2026-02-20 16:59:57
P00569,Client Portfolio 00569,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00570,Client Portfolio 00570,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00571,Client Portfolio 00571,Advisor_09,Aggressive,USD,2026-02-20 16:59:57
P00572,Client Portfolio 00572,Advisor_09,Aggressive,USD,2026-02-20 16:59:57
P00573,Client Portfolio 00573,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00574,Client Portfolio 00574,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00575,Client Portfolio 00575,Advisor_11,Aggressive,USD,2026-02-20 16:59:57
P00576,Client Portfolio 00576,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00577,Client Portfolio 00577,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00578,Client Portfolio 00578,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00579,Client Portfolio 00579,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00580,Client Portfolio 00580,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00581,Client Portfolio 00581,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00582,Client Portfolio 00582,Advisor_13,Conservative,USD,2026-02-20 16:59:57
P00583,Client Portfolio 00583,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00584,Client Portfolio 00584,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00585,Client Portfolio 00585,Advisor_22,Conservative,USD,2026-02-20 16:59:57
P00586,Client Portfolio 00586,Advisor_13,Aggressive,USD,2026-02-20 16:59:57
P00587,Client Portfolio 00587,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00588,Client Portfolio 00588,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00589,Client Portfolio 00589,Advisor_20,Aggressive,USD,2026-02-20 16:59:57
P00590,Client Portfolio 00590,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00591,Client Portfolio 00591,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P00592,Client Portfolio 00592,Advisor_03,Moderate,USD,2026-02-20 16:59:57
P00593,Client Portfolio 00593,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00594,Client Portfolio 00594,Advisor_10,Moderate,USD,2026-02-20 16:59:57
P00595,Client Portfolio 00595,Advisor_04,Conservative,USD,2026-02-20 16:59:57
P00596,Client Portfolio 00596,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00597,Client Portfolio 00597,Advisor_16,Conservative,USD,2026-02-20 16:59:57
P00598,Client Portfolio 00598,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00599,Client Portfolio 00599,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00600,Client Portfolio 00600,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00601,Client Portfolio 00601,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00602,Client Portfolio 00602,Advisor_18,Moderate,USD,2026-02-20 16:59:57
P00603,Client Portfolio 00603,Advisor_24,Moderate,USD,2026-02-20 16:59:57
P00604,Client Portfolio 00604,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00605,Client Portfolio 00605,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00606,Client Portfolio 00606,Advisor_09,Conservative,USD,2026-02-20 16:59:57
P00607,Client Portfolio 00607,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00608,Client Portfolio 00608,Advisor_15,Aggressive,USD,2026-02-20 16:59:57
P00609,Client Portfolio 00609,Advisor_12,Conservative,USD,2026-02-20 16:59:57
P00610,Client Portfolio 00610,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00611,Client Portfolio 00611,Advisor_21,Moderate,USD,2026-02-20 16:59:57
P00612,Client Portfolio 00612,Advisor_13,Conservative,USD,2026-02-20 16:59:57
P00613,Client Portfolio 00613,Advisor_04,Aggressive,USD,2026-02-20 16:59:57
P00614,Client Portfolio 00614,Advisor_15,Conservative,USD,2026-02-20 16:59:57
P00615,Client Portfolio 00615,Advisor_07,Moderate,USD,2026-02-20 16:59:57
P00616,Client Portfolio 00616,Advisor_20,Aggressive,USD,2026-02-20 16:59:57
P00617,Client Portfolio 00617,Advisor_02,Moderate,USD,2026-02-20 16:59:57
P00618,Client Portfolio 00618,Advisor_08,Aggressive,USD,2026-02-20 16:59:57
P00619,Client Portfolio 00619,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00620,Client Portfolio 00620,Advisor_25,Moderate,USD,2026-02-20 16:59:57
P00621,Client Portfolio 00621,Advisor_19,Conservative,USD,2026-02-20 16:59:57
P00622,Client Portfolio 00622,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00623,Client Portfolio 00623,Advisor_05,Moderate,USD,2026-02-20 16:59:57
P00624,Client Portfolio 00624,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P00625,Client Portfolio 00625,Advisor_05,Aggressive,USD,2026-02-20 16:59:57
P00626,Client Portfolio 00626,Advisor_18,Conservative,USD,2026-02-20 16:59:57
P00627,Client Portfolio 00627,Advisor_06,Conservative,USD,2026-02-20 16:59:57
P00628,Client Portfolio 00628,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00629,Client Portfolio 00629,Advisor_12,Moderate,USD,2026-02-20 16:59:57
P00630,Client Portfolio 00630,Advisor_08,Moderate,USD,2026-02-20 16:59:57
P00631,Client Portfolio 00631,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00632,Client Portfolio 00632,Advisor_02,Conservative,USD,2026-02-20 16:59:57
P00633,Client Portfolio 00633,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00634,Client Portfolio 00634,Advisor_24,Conservative,USD,2026-02-20 16:59:57
P00635,Client Portfolio 00635,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00636,Client Portfolio 00636,Advisor_17,Moderate,USD,2026-02-20 16:59:57
P00637,Client Portfolio 00637,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00638,Client Portfolio 00638,Advisor_20,Conservative,USD,2026-02-20 16:59:57
P00639,Client Portfolio 00639,Advisor_22,Moderate,USD,2026-02-20 16:59:57
P00640,Client Portfolio 00640,Advisor_15,Moderate,USD,2026-02-20 16:59:57
P00641,Client Portfolio 00641,Advisor_01,Conservative,USD,2026-02-20 16:59:57
P00642,Client Portfolio 00642,Advisor_16,Aggressive,USD,2026-02-20 16:59:57
P00643,Client Portfolio 00643,Advisor_14,Moderate,USD,2026-02-20 16:59:57
P00644,Client Portfolio 00644,Advisor_16,Moderate,USD,2026-02-20 16:59:57
P00645,Client Portfolio 00645,Advisor_15,Conservative,USD,2026-02-20 16:59:57
